Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-02 00:00:00-05:00,996.5,1004.0,990.75,999.5,1299,0.0,0.0
2025-01-03 00:00:00-05:00,1002.25,1002.25,978.75,981.0,912,0.0,0.0
2025-01-06 00:00:00-05:00,982.75,997.5,982.75,992.5,598,0.0,0.0
2025-01-07 00:00:00-05:00,991.0,993.25,982.5,992.25,265,0.0,0.0
2025-01-08 00:00:00-05:00,994.0,994.0,985.75,987.5,308,0.0,0.0
2025-01-09 00:00:00-05:00,982.75,992.25,980.5,992.25,168,0.0,0.0
2025-01-10 00:00:00-05:00,992.0,1018.5,992.0,1013.5,435,0.0,0.0
2025-01-13 00:00:00-05:00,1022.0,1044.0,1021.5,1041.5,202,0.0,0.0
2025-01-14 00:00:00-05:00,1043.0,1049.0,1035.0,1043.0,220603,0.0,0.0
2025-01-15 00:00:00-05:00,1046.0,1054.0,1039.75,1042.75,139448,0.0,0.0
2025-01-16 00:00:00-05:00,1042.0,1042.75,1018.5,1019.0,162099,0.0,0.0
2025-01-17 00:00:00-05:00,1019.0,1039.0,1019.0,1034.0,189419,0.0,0.0
2025-01-21 00:00:00-05:00,1045.0,1068.0,1039.0,1067.25,215089,0.0,0.0
2025-01-22 00:00:00-05:00,1066.0,1073.5,1051.75,1056.0,214743,0.0,0.0
2025-01-23 00:00:00-05:00,1055.0,1076.25,1047.75,1065.5,148819,0.0,0.0
2025-01-24 00:00:00-05:00,1051.0,1063.0,1046.75,1055.75,177241,0.0,0.0
2025-01-27 00:00:00-05:00,1050.0,1051.0,1040.0,1045.0,127356,0.0,0.0
2025-01-28 00:00:00-05:00,1042.75,1050.75,1041.0,1045.0,129003,0.0,0.0
2025-01-29 00:00:00-05:00,1045.0,1061.75,1044.5,1060.5,128051,0.0,0.0
2025-01-30 00:00:00-05:00,1060.0,1060.5,1042.0,1044.0,135406,0.0,0.0
2025-01-31 00:00:00-05:00,1042.75,1052.0,1034.0,1042.0,154522,0.0,0.0
2025-02-03 00:00:00-05:00,1032.0,1060.25,1031.75,1058.25,164396,0.0,0.0
2025-02-04 00:00:00-05:00,1057.5,1077.25,1048.25,1075.0,182908,0.0,0.0
2025-02-05 00:00:00-05:00,1073.5,1079.75,1053.0,1057.0,166300,0.0,0.0
2025-02-06 00:00:00-05:00,1057.25,1066.5,1049.75,1060.5,129164,0.0,0.0
2025-02-07 00:00:00-05:00,1060.5,1063.75,1047.5,1049.5,154226,0.0,0.0
2025-02-10 00:00:00-05:00,1046.5,1052.25,1043.0,1049.5,128319,0.0,0.0
2025-02-11 00:00:00-05:00,1049.0,1057.0,1041.5,1043.5,149758,0.0,0.0
2025-02-12 00:00:00-05:00,1043.5,1047.0,1024.5,1027.75,171577,0.0,0.0
2025-02-13 00:00:00-05:00,1028.5,1032.5,1024.0,1030.0,147392,0.0,0.0
2025-02-14 00:00:00-05:00,1030.0,1046.75,1029.5,1036.0,120772,0.0,0.0
2025-02-18 00:00:00-05:00,1033.0,1041.75,1026.0,1038.5,123334,0.0,0.0
2025-02-19 00:00:00-05:00,1037.0,1047.75,1029.25,1031.75,133961,0.0,0.0
2025-02-20 00:00:00-05:00,1032.25,1046.0,1031.75,1045.5,112590,0.0,0.0
2025-02-21 00:00:00-05:00,1043.75,1049.25,1036.5,1039.5,115932,0.0,0.0
2025-02-24 00:00:00-05:00,1038.25,1043.0,1027.0,1029.0,101531,0.0,0.0
2025-02-25 00:00:00-05:00,1029.0,1035.0,1019.5,1031.25,117588,0.0,0.0
2025-02-26 00:00:00-05:00,1030.0,1032.75,1021.25,1024.5,74754,0.0,0.0
2025-02-27 00:00:00-05:00,1024.0,1034.0,1021.0,1022.75,37040,0.0,0.0
2025-02-28 00:00:00-05:00,1023.25,1031.5,1011.0,1011.5,1982,0.0,0.0
2025-03-03 00:00:00-05:00,1012.0,1014.5,995.25,998.25,2052,0.0,0.0
2025-03-04 00:00:00-05:00,995.25,1000.25,978.0,984.0,928,0.0,0.0
2025-03-05 00:00:00-05:00,991.0,998.75,983.25,997.75,276,0.0,0.0
2025-03-06 00:00:00-05:00,999.0,1019.25,999.0,1014.0,416,0.0,0.0
2025-03-07 00:00:00-05:00,1011.0,1015.0,1010.0,1010.25,112,0.0,0.0
2025-03-10 00:00:00-04:00,1013.0,1013.0,999.75,999.75,89,0.0,0.0
2025-03-11 00:00:00-04:00,998.0,1006.25,997.0,997.75,66,0.0,0.0
2025-03-12 00:00:00-04:00,997.5,997.5,982.75,987.5,39,0.0,0.0
2025-03-13 00:00:00-04:00,999.25,999.25,996.75,996.75,33,0.0,0.0
2025-03-14 00:00:00-04:00,999.25,999.25,999.25,999.25,101125,0.0,0.0
2025-03-17 00:00:00-04:00,1016.25,1021.75,1010.25,1015.5,80925,0.0,0.0
2025-03-18 00:00:00-04:00,1015.0,1021.75,1011.25,1012.75,100675,0.0,0.0
2025-03-19 00:00:00-04:00,1012.0,1016.0,1006.5,1008.25,124450,0.0,0.0
2025-03-20 00:00:00-04:00,1009.0,1014.5,1004.0,1013.0,117385,0.0,0.0
2025-03-21 00:00:00-04:00,1013.5,1016.75,1004.25,1009.75,101376,0.0,0.0
2025-03-24 00:00:00-04:00,1010.0,1011.5,1003.25,1007.25,88648,0.0,0.0
2025-03-25 00:00:00-04:00,1007.0,1007.75,998.25,1001.75,99523,0.0,0.0
2025-03-26 00:00:00-04:00,1002.75,1008.75,997.5,1001.0,103851,0.0,0.0
2025-03-27 00:00:00-04:00,1001.0,1017.75,999.75,1016.75,111192,0.0,0.0
2025-03-28 00:00:00-04:00,1015.0,1023.5,1009.0,1023.0,120885,0.0,0.0
2025-03-31 00:00:00-04:00,1023.0,1031.5,1013.25,1014.75,160036,0.0,0.0
2025-04-01 00:00:00-04:00,1014.75,1034.75,1010.5,1034.25,167012,0.0,0.0
2025-04-02 00:00:00-04:00,1032.0,1033.0,1024.5,1029.5,129992,0.0,0.0
2025-04-03 00:00:00-04:00,1011.0,1020.25,1005.25,1011.5,169499,0.0,0.0
2025-04-04 00:00:00-04:00,1011.0,1012.75,970.25,977.0,269757,0.0,0.0
2025-04-07 00:00:00-04:00,971.75,993.5,969.5,983.0,272593,0.0,0.0
2025-04-08 00:00:00-04:00,983.25,1002.25,982.5,992.75,216115,0.0,0.0
2025-04-09 00:00:00-04:00,989.0,1015.5,987.5,1012.75,205523,0.0,0.0
2025-04-10 00:00:00-04:00,1015.25,1029.5,1010.75,1029.0,192962,0.0,0.0
2025-04-11 00:00:00-04:00,1026.5,1044.5,1021.75,1042.75,192962,0.0,0.0
2025-04-14 00:00:00-04:00,1040.5,1049.75,1045.25,1046.5,3751,0.0,0.0
